accession	name	segment	date	host	country	abbreviation	virus	strain
MG843962	EV71_VP1_THA/CU2669/2017	N/A	2017	Human	2017	Thailand	N/A	EV71_VP1_THA/CU2669/2017
MG843966	EV71_VP1_THA/CU2679/2017	N/A	2017	Human	2017	Thailand	N/A	EV71_VP1_THA/CU2679/2017
MG843967	EV71_VP1_THA/CU2684/2017	N/A	2017	Human	2017	Thailand	N/A	EV71_VP1_THA/CU2684/2017
MG843973	EV71_VP1_THA/CU2693/2017	N/A	2017	Human	2017	Thailand	N/A	EV71_VP1_THA/CU2693/2017
MG843981	EV71_VP1_THA/CU2715/2017	N/A	2017	Human	2017	Thailand	N/A	EV71_VP1_THA/CU2715/2017
MG844010	EV71_VP1_THA/CU2768/2017	N/A	2017	Human	2017	Thailand	N/A	EV71_VP1_THA/CU2768/2017
MG844022	EV71_VP1_THA/CU2800/2017	N/A	2017	Human	2017	Thailand	N/A	EV71_VP1_THA/CU2800/2017
MG844026	EV71_VP1_THA/CU2811/2017	N/A	2017	Human	2017	Thailand	N/A	EV71_VP1_THA/CU2811/2017
MG844028	EV71_VP1_THA/CU2815/2017	N/A	2017	Human	2017	Thailand	N/A	EV71_VP1_THA/CU2815/2017
MG844039	EV71_VP1_THA/CU2837/2017	N/A	2017	Human	2017	Thailand	N/A	EV71_VP1_THA/CU2837/2017
MG844042	EV71_VP1_THA/CU2845/2017	N/A	2017	Human	2017	Thailand	N/A	EV71_VP1_THA/CU2845/2017
MG844045	EV71_VP1_THA/CU2849/2017	N/A	2017	Human	2017	Thailand	N/A	EV71_VP1_THA/CU2849/2017
MG844047	EV71_VP1_THA/CU2855/2017	N/A	2017	Human	2017	Thailand	N/A	EV71_VP1_THA/CU2855/2017
MG844049	EV71_VP1_THA/CU2857/2017	N/A	2017	Human	2017	Thailand	N/A	EV71_VP1_THA/CU2857/2017
MG844061	EV71_VP1_THA/CU2899/2017	N/A	2017	Human	2017	Thailand	N/A	EV71_VP1_THA/CU2899/2017
MG934554	Linqu/524/SD/CHN/2017/EV71	N/A	2017	Human	2017	China	N/A	Linqu/524/SD/CHN/2017/EV71
MH084343	Env_PAK_Jan15-EV-A71b	N/A	2015-01	Unknown	2015-01	Pakistan	N/A	Env_PAK_Jan15-EV-A71b
MH394723	24495_SP_MAY16_B	N/A	2016	Human	2016	Spain	C1	24495_SP_MAY16_B
MH394724	24497_SP_MAY16_B	N/A	2016	Human	2016	Spain	C1	24497_SP_MAY16_B
MH394726	25383_SP_MAY16_B	N/A	2016	Human	2016	Spain	C1	25383_SP_MAY16_B
MH394733	26223_SP_MAY16_B	N/A	2016	Human	2016	Spain	C1	26223_SP_MAY16_B
MH394740	26275_SP_MAY16_B	N/A	2016	Human	2016	Spain	C1	26275_SP_MAY16_B
MH394741	26287_SP_APR16_B	N/A	2016	Human	2016	Spain	C1	26287_SP_APR16_B
MH394743	26350_SP_MAY16_BI	N/A	2016	Human	2016	Spain	C1	26350_SP_MAY16_BI
MH394755	27499_SP_MAY16_A	N/A	2016	Human	2016	Spain	C1	27499_SP_MAY16_A
MH394774	29795_SP_MAY16_M	N/A	2016	Human	2016	Spain	C1	29795_SP_MAY16_M
MH394779	30249_SP_JUN16_A	N/A	2016	Human	2016	Spain	C1	30249_SP_JUN16_A
MH394781	30591_SP_JUN16_M	N/A	2016	Human	2016	Spain	C1	30591_SP_JUN16_M
MH394790	31581_SP_JUN16_NA	N/A	2016	Human	2016	Spain	C1	31581_SP_JUN16_NA
MH394798	33154_SP_JUN16_Z	N/A	2016	Human	2016	Spain	C1	33154_SP_JUN16_Z
MH394802	33368_SP_JUN16_GU	N/A	2016	Human	2016	Spain	C1	33368_SP_JUN16_GU
MH394812	33704_SP_JUN16_B	N/A	2016	Human	2016	Spain	C1	33704_SP_JUN16_B
MH394838	35674_SP_JUL16_A	N/A	2016	Human	2016	Spain	C2	35674_SP_JUL16_A
MH394847	35799_SP_JUL16_M	N/A	2016	Human	2016	Spain	C1	35799_SP_JUL16_M
MH394855	37518_SP_JUN16_V	N/A	2016	Human	2016	Spain	C1	37518_SP_JUN16_V
MH394872	40922_SP_AUG16_P	N/A	2016	Human	2016	Spain	C1	40922_SP_AUG16_P
MH394875	41873_SP_JUN16_S	N/A	2016	Human	2016	Spain	C1	41873_SP_JUN16_S
MH394879	47060_SP_JUN16_B	N/A	2016	Human	2016	Spain	C1	47060_SP_JUN16_B
MH394890	53653_SP_JUL16_B	N/A	2016	Human	2016	Spain	C1	53653_SP_JUL16_B
MH394903	59088_SP_JUL16_BI	N/A	2016	Human	2016	Spain	C1	59088_SP_JUL16_BI
MH472667	47009	N/A	2016-06	Human	2016-06	Germany	C1-like	47009
MH472670	991215	N/A	2016-11	Human	2016-11	Germany	C1-like	991215
MH472676	47846	N/A	2016-09	Human	2016-09	Germany	C1-like	47846
MH472677	992208	N/A	2016-08	Human	2016-08	Germany	C1-like	992208
MH472682	47557	N/A	2016-07	Human	2016-07	Germany	C1-like	47557
MH472698	992374	N/A	2016-06	Human	2016-06	Germany	C1-like	992374
MH472724	50488	N/A	2016-07	Human	2016-07	Germany	C1-like	50488
MH472744	39165	N/A	2016-10	Human	2016-10	Germany	C2	39165
MH491076	L025T(Zhenjiang/2009)	N/A	2009-12-10	Human	2009-12-10	China	N/A	L025T_Zhenjiang/2009_
MH491082	LSB075(Zhenjiang/2009)	N/A	2009-12-10	Human	2009-12-10	China	N/A	LSB075_Zhenjiang/2009_
MH491083	LB05T(Zhenjiang/2009)	N/A	2009-12-10	Human	2009-12-10	China	N/A	LB05T_Zhenjiang/2009_
MH491091	E279(Suzhou/2013)	N/A	2013-12-10	Human	2013-12-10	China	N/A	E279_Suzhou/2013_
MH491099	E009(Suzhou/2014)	N/A	2014-12-10	Human	2014-12-10	China	N/A	E009_Suzhou/2014_
MH491101	MJS01(Taizhou/2014/death)	N/A	2014-12-10	Human	2014-12-10	China	N/A	MJS01_Taizhou/2014/death_
MH491112	G11(Lianyungang/2015)	N/A	2015-12-10	Human	2015-12-10	China	N/A	G11_Lianyungang/2015_
MH491115	E526(Suzhou/2012)	N/A	2012-12-10	Human	2012-12-10	China	N/A	E526_Suzhou/2012_
MH491116	B093(Wuxi/2012)	N/A	2012-12-10	Human	2012-12-10	China	N/A	B093_Wuxi/2012_
MH491119	J9100(Yancheng/2012)	N/A	2012-12-10	Human	2012-12-10	China	N/A	J9100_Yancheng/2012_
MH511182	100-p12	N/A	2017-08-10	Unknown	2017-08-10	China	C4	100-p12
MH511183	100-p17-T1	N/A	2017-08-10	Unknown	2017-08-10	China	C4	100-p17-T1
MH511191	100-p35-T3	N/A	2017-08-10	Unknown	2017-08-10	China	C4	100-p35-T3
MH511203	101-p35-T1	N/A	2017-08-10	Unknown	2017-08-10	China	C4	101-p35-T1
MH511207	101-p36-T2	N/A	2017-08-10	Unknown	2017-08-10	China	C4	101-p36-T2
MH557098	002TS/NHP	N/A	2015	Human	2015	Viet Nam	N/A	002TS/NHP
MH557100	004TS/NHP	N/A	2015	Human	2015	Viet Nam	N/A	004TS/NHP
MH557118	072TS/NHP	N/A	2015	Human	2015	Viet Nam	N/A	072TS/NHP
MH557120	077RS/NHP	N/A	2015	Human	2015	Viet Nam	N/A	077RS/NHP
MH557134	096TS/NHP	N/A	2015	Human	2015	Viet Nam	N/A	096TS/NHP
MH557145	119TS/NHP	N/A	2015	Human	2015	Viet Nam	N/A	119TS/NHP
MH557149	128TS/NHP	N/A	2015	Human	2015	Viet Nam	N/A	128TS/NHP
MH557154	139RS/NHP	N/A	2015	Human	2015	Viet Nam	N/A	139RS/NHP
MH557167	197TS/NHP	N/A	2015	Human	2015	Viet Nam	N/A	197TS/NHP
MH557173	292TS/NHP	N/A	2015	Human	2015	Viet Nam	N/A	292TS/NHP
MH557193	436TS/NHP	N/A	2016	Human	2016	Viet Nam	N/A	436TS/NHP
MH557194	442TS/NHP	N/A	2016	Human	2016	Viet Nam	N/A	442TS/NHP
MH557201	456TS/NHP	N/A	2016	Human	2016	Viet Nam	N/A	456TS/NHP
MH557211	EVH010RS/NHP	N/A	2013	Human	2013	Viet Nam	N/A	EVH010RS/NHP
MH605014	EVA71/SDJN187/CHN/2017	N/A	2017-04-08	Human	2017-04-08	China	C4	EVA71/SDJN187/CHN/2017
MH605017	EVA71/SDJN035/CHN/2017	N/A	2017-01-14	Human	2017-01-14	China	C4	EVA71/SDJN035/CHN/2017
MH644600	EV71-10/SZLG/2017	N/A	2017-05-05	Human	2017-05-05	China	EV71	EV71-10/SZLG/2017
MH644607	EV71-21/SZLG/2017	N/A	2017-06-21	Human	2017-06-21	China	EV71	EV71-21/SZLG/2017
MH644611	EV71-25/SZLG/2017	N/A	2017-08-13	Human	2017-08-13	China	EV71	EV71-25/SZLG/2017
MH644612	EV71-26/SZLG/2017	N/A	2017-09-03	Human	2017-09-03	China	EV71	EV71-26/SZLG/2017
MH716155	EV71/sHFMD08/Shenzhen/2016	N/A	2016-08	Human	2016-08	China	N/A	EV71/sHFMD08/Shenzhen/2016
MH716158	EV71/sHFMD07/Shenzhen/2017	N/A	2017-05	Human	2017-05	China	N/A	EV71/sHFMD07/Shenzhen/2017
MH716161	EV71/sHFMD10/Shenzhen/2017	N/A	2017-06	Human	2017-06	China	N/A	EV71/sHFMD10/Shenzhen/2017
MH716249	C4-2	N/A	2014-10-08	Human	2014-10-08	Viet Nam	C4	C4-2
MH716259	B5-2	N/A	2014-11-26	Human	2014-11-26	Viet Nam	B5	B5-2
MH716262	B5-5	N/A	2014-04-01	Human	2014-04-01	Viet Nam	B5	B5-5
MH716264	B5-7	N/A	2015-04-09	Human	2015-04-09	Viet Nam	B5	B5-7
MH716272	B5-15	N/A	2014-12-19	Human	2014-12-19	Viet Nam	B5	B5-15
MH716277	B5-20	N/A	2015-04-06	Human	2015-04-06	Viet Nam	B5	B5-20
MH716281	B5-24	N/A	2014-09-03	Human	2014-09-03	Viet Nam	B5	B5-24
MH716284	B5-27	N/A	2014-10-29	Human	2014-10-29	Viet Nam	B5	B5-27
MH716289	B5-32	N/A	2014-11-14	Human	2014-11-14	Viet Nam	B5	B5-32
MH716298	B5-41	N/A	2014-10-08	Human	2014-10-08	Viet Nam	B5	B5-41
MH716310	B5-53	N/A	2014-11-04	Human	2014-11-04	Viet Nam	B5	B5-53
MH716312	B5-55	N/A	2013-09-11	Human	2013-09-11	Viet Nam	B5	B5-55
MH716322	B5-65	N/A	2014-03-26	Human	2014-03-26	Viet Nam	B5	B5-65
MH716353	B5-96	N/A	2014-07-04	Human	2014-07-04	Viet Nam	B5	B5-96
MH716354	B5-97	N/A	2014-12-10	Human	2014-12-10	Viet Nam	B5	B5-97
MH716373	B5-116	N/A	2014-12-10	Human	2014-12-10	Viet Nam	B5	B5-116
MH716383	B5-126	N/A	2013-12-05	Human	2013-12-05	Viet Nam	B5	B5-126
MH716385	B5-128	N/A	2013-10-30	Human	2013-10-30	Viet Nam	B5	B5-128
MH716390	B5-133	N/A	2013-07-29	Human	2013-07-29	Viet Nam	B5	B5-133
MK307346	S102B	N/A	N/A	Human	N/a	China	C4	S102B
MK307349	S66a	N/A	N/A	Human	N/a	China	C4	S66a
MK307368	S1283B	N/A	N/A	Human	N/a	China	C4	S1283B
MK307373	S468B	N/A	N/A	Human	N/a	China	C4	S468B
MK307376	S1717B	N/A	N/A	Human	N/a	China	C4	S1717B
MK307386	S3074b	N/A	N/A	Human	N/a	China	C4	S3074b
MK307387	S2887a	N/A	N/A	Human	N/a	China	C4	S2887a
MK307390	S2876a	N/A	N/A	Human	N/a	China	C4	S2876a
MK307394	S2657a	N/A	N/A	Human	N/a	China	C4	S2657a
MK307397	S2286a	N/A	N/A	Human	N/a	China	C4	S2286a
MK307398	S2281a	N/A	N/A	Human	N/a	China	C4	S2281a
MK307401	S2525a	N/A	N/A	Human	N/a	China	C4	S2525a
MK307405	S2898a	N/A	N/A	Human	N/a	China	C4	S2898a
MK307406	S2860B	N/A	N/A	Human	N/a	China	C4	S2860B
MK357111	EVA71/JN249/CHN/2018	N/A	2018-07-15	Human	2018-07-15	China	A71	EVA71/JN249/CHN/2018
MK357114	EVA71/JN130/CHN/2018	N/A	2018-04-01	Human	2018-04-01	China	A71	EVA71/JN130/CHN/2018
MK697692	Sydney09	N/A	2013-05	Human	2013-05	Australia	N/A	Sydney09
MK697693	Sydney05	N/A	2013-03	Human	2013-03	Australia	N/A	Sydney05
MK800119	USA/2018-23124	N/A	2018	Human	2018	USA	N/A	USA/2018-23124
MK838980	0057_WZH_GX_CHN_2017	N/A	2017	Human	2017	China	N/A	0057_WZH_GX_CHN_2017
MK838984	0072_WZH_GX_CHN_2017	N/A	2017	Human	2017	China	N/A	0072_WZH_GX_CHN_2017
MK838986	0075_WZH_GX_CHN_2017	N/A	2017	Human	2017	China	N/A	0075_WZH_GX_CHN_2017
MK838992	0114_WZH_GX_CHN_2017	N/A	2017	Human	2017	China	N/A	0114_WZH_GX_CHN_2017
MK838996	0126_WZH_GX_CHN_2017	N/A	2017	Human	2017	China	N/A	0126_WZH_GX_CHN_2017
MK838998	0262_WZH_GX_CHN_2017	N/A	2017	Human	2017	China	N/A	0262_WZH_GX_CHN_2017
MK977636	NPEV15-02-026	N/A	2015	Human	2015	Philippines	N/A	NPEV15-02-026
MN254979	G08	N/A	2008	Human	2008	China	N/A	G08
MN397836	32216/BY/DE/2011	N/A	2011	Human	2011	Germany	A71	32216/BY/DE/2011
MN397853	42268/HE/DE/2018	N/A	2018	Human	2018	Germany	A71	42268/HE/DE/2018
MN397855	46617/BB/DE/2018	N/A	2018	Human	2018	Germany	A71	46617/BB/DE/2018
MN397865	51650/DE/2018	N/A	2018	Human	2018	Germany	A71	51650/DE/2018
MN397868	51666/BE/DE/2018	N/A	2018	Human	2018	Germany	A71	51666/BE/DE/2018
MN397869	51676/BE/DE/2018	N/A	2018	Human	2018	Germany	A71	51676/BE/DE/2018
MN397872	51792/HH/DE/2018	N/A	2018	Human	2018	Germany	A71	51792/HH/DE/2018
MN397878	52122/HH/DE/2018	N/A	2018	Human	2018	Germany	A71	52122/HH/DE/2018
MN397880	52255/BB/DE/2018	N/A	2018	Human	2018	Germany	A71	52255/BB/DE/2018
MN397881	52256/BB/DE/2018	N/A	2018	Human	2018	Germany	A71	52256/BB/DE/2018
MN397897	990042/NI/DE/2019	N/A	2019	Human	2019	Germany	A71	990042/NI/DE/2019
MN749160	10S3	N/A	2013	Human	2013	USA	N/A	10S3
MN966512	A106/YN/CHN/2016	N/A	2016-03-10	Human	2016-03-10	China	A71	A106/YN/CHN/2016
MN966513	G63/YN/CHN/2016	N/A	2016-06-04	Human	2016-06-04	China	A71	G63/YN/CHN/2016
MT360969	No.15	N/A	2008	Unknown	2008	Taiwan	B5	No.15
AB081348	V-6118/EV71/Kanagawa/1986	N/A	N/A	Human	N/a	Japan	N/A	V-6118/EV71/Kanagawa/1986
AB081370	V-11374/EV71/Kanagawa/1993	N/A	N/A	Human	N/a	Japan	N/A	V-11374/EV71/Kanagawa/1993
AB081378	V-14429/EV71/Kanagawa/1997	N/A	N/A	Human	N/a	Japan	N/A	V-14429/EV71/Kanagawa/1997
AB081383	V-14653/EV71/Kanagawa/1997	N/A	N/A	Human	N/a	Japan	N/A	V-14653/EV71/Kanagawa/1997
AB094055	HA299/Hiroshima/00	N/A	N/A	Unknown	N/a	Japan	N/A	HA299/Hiroshima/00
AB162764	HO793f/EV71/Kanagawa/2003	N/A	N/A	Human	N/a	Japan	N/A	HO793f/EV71/Kanagawa/2003
AB213638	1530-Yamagata-03	N/A	N/A	Unknown	N/a	Japan	Enterovirus type 71	1530-Yamagata-03
AB524104	15213	N/A	1971	Unknown	1971	Netherlands	N/A	15213
AB524178	18158	N/A	1987	Unknown	1987	Netherlands	N/A	18158
AB524208	7241	N/A	1995	Unknown	1995	Netherlands	N/A	7241
AB524316	1501	N/A	2005	Unknown	2005	Netherlands	N/A	1501
AB524090	6984	N/A	1967	Unknown	1967	Netherlands	N/A	6984
AB550332	1095-org	N/A	N/A	Unknown	N/a	Japan	N/A	1095-org
AB665742	OC432-10	N/A	2010	Human	2010	Japan	N/A	OC432-10
AB665747	OC511-10	N/A	2010	Human	2010	Japan	N/A	OC511-10
AB675642	DY2011-27	N/A	2011-04-27	Human	2011-04-27	China	N/A	DY2011-27
AB675643	DY2011-41	N/A	2011-04-30	Human	2011-04-30	China	N/A	DY2011-41
AB675644	DY2011-42	N/A	2011-05-04	Human	2011-05-04	China	N/A	DY2011-42
AB679719	SC10-67	N/A	2010-05-08	Human	2010-05-08	China	N/A	SC10-67
AB936439	1469-Yamagata-2001	N/A	N/A	Unknown	N/a	Japan	N/A	1469-Yamagata-2001
AB936443	929-Yamagata-2003	N/A	N/A	Unknown	N/a	Japan	N/A	929-Yamagata-2003
AB936453	1056-Yamagata-2003	N/A	N/A	Unknown	N/a	Japan	N/A	1056-Yamagata-2003
AB936469	1545-Yamagata-2003	N/A	N/A	Unknown	N/a	Japan	N/A	1545-Yamagata-2003
AB936481	1873-Yamagata-2003	N/A	N/A	Unknown	N/a	Japan	N/A	1873-Yamagata-2003
LC626896	1934-Yamagata-2003	N/A	2003	Unknown	2003	Japan	N/A	1934-Yamagata-2003
AB936483	1879-Yamagata-2003	N/A	N/A	Unknown	N/a	Japan	N/A	1879-Yamagata-2003
AB936492	1496-Yamagata-2007	N/A	N/A	Unknown	N/a	Japan	N/A	1496-Yamagata-2007
AB936506	2950-Yamagata-2009	N/A	N/A	Unknown	N/a	Japan	N/A	2950-Yamagata-2009
AB936512	929-Yamagata-2010	N/A	N/A	Unknown	N/a	Japan	N/A	929-Yamagata-2010
AB936514	1416-Yamagata-2010	N/A	N/A	Unknown	N/a	Japan	N/A	1416-Yamagata-2010
AB936527	1670-Yamagata-2012	N/A	N/A	Unknown	N/a	Japan	N/A	1670-Yamagata-2012
AB936541	1615-Yamagata-2012	N/A	N/A	Unknown	N/a	Japan	N/A	1615-Yamagata-2012
AB936558	813-Yamagata-2013	N/A	N/A	Unknown	N/a	Japan	N/A	813-Yamagata-2013
AF135874	2236-NY-77	N/A	N/A	Unknown	N/a	N/A	N/A	2236-NY-77
AF135936	1997-NC-94	N/A	N/A	Unknown	N/a	N/A	N/A	1997-NC-94
AF135953	8495-VA-88	N/A	N/A	Unknown	N/a	N/A	N/A	8495-VA-88
AF190573	1115-MAA-98	N/A	N/A	Unknown	N/a	N/A	N/A	1115-MAA-98
AF286515	2895-TAI-98	N/A	N/A	Unknown	N/a	N/A	N/A	2895-TAI-98
AF376114	2267/SIN/01	N/A	N/A	Unknown	N/a	N/A	N/A	2267/SIN/01
AF376124	5556/SIN/00	N/A	N/A	Unknown	N/a	N/A	N/A	5556/SIN/00
AH012706	S18191/SAR/02	N/A	N/A	Unknown	N/a	N/A	N/A	S18191/SAR/02
AY055150	S9086-TW-98	N/A	N/A	Unknown	N/a	N/A	N/A	S9086-TW-98
AY055174	N5101-TW-98	N/A	N/A	Unknown	N/a	N/A	N/A	N5101-TW-98
AY055177	N1643-TW-00	N/A	N/A	Unknown	N/a	N/A	N/A	N1643-TW-00
AY055161	S0042-TW-00	N/A	N/A	Unknown	N/a	N/A	N/A	S0042-TW-00
AY055164	S0201-TW-00	N/A	N/A	Unknown	N/a	N/A	N/A	S0201-TW-00
AY055172	N1554-TW-00	N/A	N/A	Unknown	N/a	N/A	N/A	N1554-TW-00
AY125972	KOR-EV71-08	N/A	N/A	Unknown	N/a	N/A	N/A	KOR-EV71-08
AY207615	03750-MAA-97	N/A	N/A	Unknown	N/a	N/A	N/A	03750-MAA-97
AY258312	S19761-SAR-03	N/A	N/A	Unknown	N/a	N/A	N/A	S19761-SAR-03
AY465356	SHZH03	N/A	N/A	Unknown	N/a	China	N/A	SHZH03
AY722898	4812-SYD-89	N/A	N/A	Unknown	N/a	N/A	N/A	4812-SYD-89
AY722902	7784-SYD-90	N/A	N/A	Unknown	N/a	N/A	N/A	7784-SYD-90
DQ341366	SB2864-SAR-00	N/A	N/A	Unknown	N/a	Malaysia	N/A	SB2864-SAR-00
AY794027	006-KOR-00	N/A	N/A	Unknown	N/a	Malaysia	N/A	006-KOR-00
DQ341360	J115-MAL-01	N/A	N/A	Unknown	N/a	Malaysia	N/A	J115-MAL-01
AY895131	shzh04-J42	N/A	N/A	Unknown	N/a	China	N/A	shzh04-J42
AY895141	shzh04-23	N/A	N/A	Unknown	N/a	China	N/A	shzh04-23
AY905545	SB12869-SAR-03	N/A	N/A	Unknown	N/a	Malaysia	N/A	SB12869-SAR-03
AY905546	SB12282-SAR-03	N/A	N/A	Unknown	N/a	Malaysia	N/A	SB12282-SAR-03
AY905614	ZJ-CHN-1-03	N/A	N/A	Unknown	N/a	China	N/A	ZJ-CHN-1-03
AY905618	ZJ-CHN-5-03	N/A	N/A	Unknown	N/a	China	N/A	ZJ-CHN-5-03
DQ060149	pinf7-54A	N/A	N/A	Unknown	N/a	Taiwan	N/A	pinf7-54A
DQ317218	NO-762/1	N/A	2003-05	Unknown	2003-05	Norway	N/A	NO-762/1
DQ341367	MY821-3-SAR-97	N/A	N/A	Unknown	N/a	Malaysia	N/A	MY821-3-SAR-97
DQ841984	AFP2001480-TW	N/A	N/A	Unknown	N/a	Taiwan	N/A	AFP2001480-TW
DQ906173	111411-BRU-06	N/A	N/A	Unknown	N/a	Brunei	N/A	111411-BRU-06
EU414333	CSF-CH-06	N/A	N/A	Unknown	N/a	Switzerland	N/A	CSF-CH-06
EU753378	521-23F/SD/CHN/07	N/A	2007-05-21	Human	2007-05-21	China	N/A	521-23F/SD/CHN/07
EU753394	522-24F/SD/CHN/07	N/A	2007-05-22	Human	2007-05-22	China	N/A	522-24F/SD/CHN/07
EU753416	TC22F/SD/CHN/07	N/A	2007-05-16	Human	2007-05-16	China	N/A	TC22F/SD/CHN/07
EU910867	0717F/NM/CHN/07	N/A	2007-06	Human	2007-06	China	C4	0717F/NM/CHN/07
EU999173	Zhuhai-213	N/A	2008-08	Human	2008-08	China	C4	Zhuhai-213
FJ151500	THA-07-01861	N/A	2007	Human	2007	Thailand	N/A	THA-07-01861
FJ158601	DTID/ZJU-74	N/A	2008	Unknown	2008	China	N/A	DTID/ZJU-74
FJ194964	EV71/GDFS/3/2008	N/A	2008-05	Human	2008-05	China	N/A	EV71/GDFS/3/2008
FJ357357	N0623-TW08	N/A	2008	Human	2008	Taiwan	N/A	N0623-TW08
FJ357379	236-TW86	N/A	1986	Human	1986	Taiwan	N/A	236-TW86
FJ357375	N7008-TW99	N/A	1999	Human	1999	Taiwan	N/A	N7008-TW99
FJ439769	Fuyang-0805	N/A	2008-05	Human	2008-05	China	N/A	Fuyang-0805
FJ598104	China/GD16/2008	N/A	2008-04	Human	2008-04	China	N/A	China/GD16/2008
FJ765428	SZ-A-08	N/A	2008	Human	2008	China	N/A	SZ-A-08
FJ765429	SZ-C-08	N/A	2008	Human	2008	China	N/A	SZ-C-08
FJ846663	Siriraj06/TH/01	N/A	2001	Human	2001	Thailand	N/A	Siriraj06/TH/01
FJ862988	Siriraj01/TH/07	N/A	2007	Human	2007	Thailand	N/A	Siriraj01/TH/07
FJ862994	Siriraj03/TH/06	N/A	2006	Human	2006	Thailand	N/A	Siriraj03/TH/06
FJ969152	TW/70443/08	N/A	N/A	Human	N/a	Taiwan	N/A	TW/70443/08
FJ969155	TW/70771/08	N/A	N/A	Human	N/a	Taiwan	N/A	TW/70771/08
GQ231934	TW/70811/08	N/A	N/A	Human	N/a	Taiwan	N/A	TW/70811/08
GQ231942	TW/96016/08	N/A	N/A	Human	N/a	Taiwan	N/A	TW/96016/08
FN298937	HUN-7195-2004	N/A	2004	Unknown	2004	Hungary	EV71	HUN-7195-2004
HG934176	GRE1244_FRA00	N/A	2000	Human	2000	France	N/A	GRE1244_FRA00
FN665345	NAN257_FRA08	N/A	2008	Unknown	2008	France	Enterovirus 71	NAN257_FRA08
FN665354	STU565802_GER03	N/A	2003	Unknown	2003	Germany	Enterovirus 71	STU565802_GER03
FN665347	CHE516_GER87	N/A	1987	Unknown	1987	Germany	Enterovirus 71	CHE516_GER87
FN649247	STU554409_GER03	N/A	2003	Unknown	2003	Germany	N/A	STU554409_GER03
FN665367	STU246711_GER08	N/A	2008	Unknown	2008	Germany	Enterovirus 71	STU246711_GER08
FN665372	VIE21_AUT03	N/A	2003	Unknown	2003	Austria	Enterovirus 71	VIE21_AUT03
FR798002	ESP08/54678	N/A	2008	Unknown	2008	Spain	N/A	ESP08/54678
GQ121421	EV71/Fuyang.Anhui.CHN/17.08/8	N/A	2008-04	Human	2008-04	China	C4	EV71/Fuyang.Anhui.CHN/17.08/8
GQ253410	LC0028F/SD/CHN/2009/EV71	N/A	2009	Human	2009	China	N/A	LC0028F/SD/CHN/2009/EV71
GQ487681	ZH-ETC275/GD/CHN/09	N/A	2009-05	Human	2009-05	China	C4b	ZH-ETC275/GD/CHN/09
GQ487684	ZH-ETC110/GD/CHN/09	N/A	2009-03	Human	2009-03	China	C4b	ZH-ETC110/GD/CHN/09
GQ994992	Henan2-09-China	N/A	2009-04	Human	2009-04	China	N/A	Henan2-09-China
GU353087	Taizhou/JS18/CHN09	N/A	2009-07	Human	2009-07	China	N/A	Taizhou/JS18/CHN09
GU353093	Suqian/JS34/CHN09	N/A	2009-07	Human	2009-07	China	N/A	Suqian/JS34/CHN09
GU459071	FY23-K14	N/A	2008	Human	2008	China	N/A	FY23-K14
HG934163	CF132027_FRA10	N/A	2010	Human	2010	France	N/A	CF132027_FRA10
HE775524	KwNs/03/2447	N/A	2003-02	Human	2003-02	Kuwait	N/A	KwNs/03/2447
HG934166	BUD4685_HUN04	N/A	2004	Human	2004	Hungary	N/A	BUD4685_HUN04
FN665371	VIE94_AUT01	N/A	2001	Unknown	2001	Austria	Enterovirus 71	VIE94_AUT01
HG934191	STU554409_DEU03	N/A	2003	Human	2003	Germany	N/A	STU554409_DEU03
FN598761	NAN488_FRA06	N/A	2006-07-08	Human	2006-07-08	France	N/A	NAN488_FRA06
HG934252	GRE202075_FRA10	N/A	2010	Human	2010	France	N/A	GRE202075_FRA10
HG934258	STU23_DEU10	N/A	2010	Human	2010	Germany	N/A	STU23_DEU10
HG934276	CF119026_FRA13	N/A	2013	Human	2013	France	N/A	CF119026_FRA13
HG934294	CF337021_FRA13	N/A	2013	Human	2013	France	N/A	CF337021_FRA13
HM037793	GD08-EV71-039	N/A	2008	Human	2008	China	N/A	GD08-EV71-039
HM037798	GD08-EV71-205	N/A	2008	Human	2008	China	N/A	GD08-EV71-205
HM212449	48/HeB/CHN/2008	N/A	2008	Human	2008	China	N/A	48/HeB/CHN/2008
HM212453	08-7/JL/CHN/2008	N/A	2008	Human	2008	China	N/A	08-7/JL/CHN/2008
HM358827	EV1025/Penang/08	N/A	2008-08	Human	2008-08	Malaysia	EV71	EV1025/Penang/08
HM622390	2009-03531	N/A	2009	Human	2009	Taiwan	N/A	2009-03531
HM776019	237/Changsha/China/HFMD/2010	N/A	2010	Human	2010	China	C4	237/Changsha/China/HFMD/2010
HQ283545	TW-4566-00	N/A	2000-10	Human	2000-10	Taiwan	B4	TW-4566-00
HQ283551	TW-5185-00	N/A	2000-12	Human	2000-12	Taiwan	B4	TW-5185-00
HQ283563	TW-1482-01	N/A	2001-05	Human	2001-05	Taiwan	B4	TW-1482-01
HQ283564	TW-1484-01	N/A	2001-05	Human	2001-05	Taiwan	B4	TW-1484-01
HQ283566	TW-1583-01	N/A	2001-05	Human	2001-05	Taiwan	B4	TW-1583-01
HQ283569	TW-1662-01	N/A	2001-05	Human	2001-05	Taiwan	B4	TW-1662-01
HQ283570	TW-1690-01	N/A	2001-05	Human	2001-05	Taiwan	B4	TW-1690-01
